name,username,created_at,description,protected,id,verified,lower_name,SQ_CANDIDATO,instagram_url,n_instagram,twitter_url,twitter_user,n_twitter,same,followers_count,following_count,tweet_count,listed_count,days_created,digits_name,digits_desc
Nilvan Baeta,NilvanBaeta,2022-01-03T13:09:00.000Z,"Especialista em Saúde Pública, gestão e educação em saúde. Descomplicando o processo de aprendizagem em Saúde.",0,1477990178996244480,0,nilvanbaeta,130001606682,https://www.instagram.com/nilvanbaeta/,1,https://twitter.com/BaetaNilvan,baetanilvan,1,0,0,1,0,0,226.45208333333335,0.0,0.0
Andréia de Jesus ✊🏿Preta Voz de Vidas Negras13050,andreiadejesuus,2018-05-09T17:30:18.000Z,"Deputada estadual (PT/MG)🔺Presidenta da Comissão de Direitos Humanos. candidata à reeleição. ✊🏿Advogada Popular, educadora infantil, mãe do Tiago.",0,994268335486504963,1,andreiadejesuus,130001607391,https://www.instagram.com/andreiadejesuus/,1,https://mobile.twitter.com/andreiadejesuus,andreiadejesuus,1,1,20268,2423,10344,137,1561.270625,5.0,0.0
Rodrigo,Rodrigo_dewes_,2013-01-31T13:12:18.000Z,,0,1136945760,0,rodrigo_dewes_,210001648941,https://instagram.com/rodrigo_dewes_,1,https://twitter.com/rodrigodews_,rodrigodews_,1,0,91,20,27,0,3485.4497916666664,0.0,0.0
Bruno Tomazini,tomazinipsol,2010-07-20T13:05:22.000Z,,0,168651843,0,tomazinipsol,160001622689,https://www.instagram.com/tomazinipsol/,1,https://mobile.twitter.com/Tomazini_PSOL,tomazini_psol,1,0,0,0,0,0,4411.454606481481,0.0,0.0
Tadeu Veneri,tadeuveneri,2010-04-28T03:58:06.000Z,"Bancário, Deputado Estadual pelo PT, líder do PT na ALEP e Presidente da Comissão dos Direitos Humanos na ALEP.",0,137919701,0,tadeuveneri,160001614523,https://www.instagram.com/tadeuveneri/?hl=pt,1,https://twitter.com/tadeuveneri,tadeuveneri,1,1,9452,519,17099,83,4494.834652777778,0.0,0.0
Washington Reis,WReis_Oficial,2010-01-27T13:54:32.000Z,"Twitter oficial do Prefeito de Duque de Caxias, Washington Reis (PMDB/RJ).",0,108943722,0,wreis_oficial,190001615754,http://instagram.com/wreis_oficial,1,http://twitter.com/Wreis_oficiall,wreis_oficiall,1,0,2137,129,2806,45,4585.420462962963,0.0,0.0
Laércio Benko,laerciobenko,2012-07-27T13:31:23.000Z,"Advogado, Presidente do partido @brasil35sp, ex-vereador da maior cidade do Brasil, ex-secretário de Turismo do Estado de SP",0,720160496,0,laerciobenko,250001642216,https://www.instagram.com/laerciobenko/,1,https://twitter.com/laerciobenko?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5,laerciobenko,1,1,522,193,1316,12,3673.4365393518515,0.0,2.0
Dirceu Quadros 30300,DirceuQuadros,2010-07-12T20:01:13.000Z,"Candidato a Deputado Estadual - 30300 - Novo/RS
⚖ Graduando em Direito
👔 Ex-assessor e representante do mandato do Deputado Federal Marcel van Hattem no RS",0,165885224,0,dirceuquadros,210001597038,https://instagram.com/dirceuquadros,1,https://www.twitter.com/dirceuquadros,dirceuquadros,1,1,159,99,158,0,4419.165821759259,5.0,5.0
Rodrigo Novaes,rodrigonovaes40,2018-04-05T00:16:53.000Z,Advogado | Deputado Estadual/PE - PSB | Ex-Secretário de Turismo e Lazer de PE,0,981687078130941952,0,rodrigonovaes40,170001620381,https://www.instagram.com/rodrigonovaes40/,1,https://twitter.com/rodrigonovaes40,rodrigonovaes40,1,1,1155,467,483,3,1595.9882754629627,0.0,0.0
Worlem Kenedy,worlemkenedy,2013-11-08T16:17:34.000Z,"Jornalista, rascunhista, filiado ao partido Novo.",0,2182499616,0,worlemkenedy,90001601545,https://instagram.com/worlemkenedy,1,https://www.twitter.com/worlemkenedy,worlemkenedy,1,1,45,206,2029,0,3204.321134259259,0.0,0.0
Alexandre Sampaio,alexandressamp,2020-04-27T01:24:03.000Z,"Candidato a deputado federal pelo @partidonovo30, graduando em ciências contábeis e líder @eusoulivres",0,1254581998498254848,0,alexandressamp,180001597436,https://instagram.com/alexandressamp,1,https://www.twitter.com/alexandressamp,alexandressamp,1,1,85,341,192,0,842.9416319444445,0.0,2.0
Paulo Motta,padrepaulomotta,2014-03-13T02:16:46.000Z,Pré-Candidato a Deputado Estadual  💚,0,2406383505,0,padrepaulomotta,230001602837,https://instagram.com/padrepaulomotta,1,https://twitter.com/padrepaulomotta,padrepaulomotta,1,1,304,328,21,2,3079.9050231481488,0.0,0.0
ulysses,ulyssesgomes,2009-07-26T12:11:43.000Z,,0,60292459,0,ulyssesgomes,130001607390,https://www.instagram.com/ulyssesgomes/,1,https://twitter.com/depulyssesgomes,depulyssesgomes,1,0,46,501,259,0,4770.491863425926,0.0,0.0
𝗠𝗼̂𝗻𝗶𝗰𝗮 𝗠𝗮𝗿𝗮𝗽𝗮𝗿𝗮,monicamarapara,2015-06-15T03:21:45.000Z,"👩🏻‍🎓 GPPGR-UFBA. JORNALISMO DE DIREITOS ETNICO-RACIAIS. Humanista, Feminista e Indigena. Educação, Saúde, Cultura e Representatividade Feminina.",0,3326174548,0,monicamarapara,50001614044,http://www.instagram.com/monicamarapara,1,http://www.twitter.com/monicamarapara,monicamarapara,1,1,30,167,49,0,2620.859895833333,0.0,0.0
Decio Lima,DecioLima,2021-05-12T03:36:55.000Z,,0,1392322750111494146,0,deciolima,240001647445,https://instagram.com/deciolima,1,https://twitter.com/deciolimapt,deciolimapt,1,0,3,44,0,0,462.84936342592596,0.0,0.0
Vieira da Cunha,VieiraPDT,2010-07-02T19:31:17.000Z,Candidato a governador do Rio Grande do Sul pelo PDT nas eleições 2022.,0,162122590,0,vieirapdt,210001615206,https://www.instagram.com/vieirapdt/,1,https://twitter.com/vieirapdt,vieirapdt,1,1,5074,612,5566,52,4429.186608796296,0.0,4.0
Camila Tapia,camilatapia,2009-08-01T07:21:27.000Z,Potato Chip.,0,61986536,0,camilatapia,250001620643,https://instagram.com/@camilatapia,1,https://twitter.com/@camilatapiasp,camilatapiasp,1,0,193,245,6202,0,4764.6934375,0.0,0.0
Rodrigo Nahas,rodrigonahassp,2022-04-20T17:13:15.000Z,,0,1516827284396810242,0,rodrigonahassp,250001597785,https://instagram.com/rodrigonahassp,1,https://www.twitter.com/rodrigo_nahas,rodrigo_nahas,1,0,1,0,0,0,119.28246527777777,0.0,0.0
Luisão Cruz,luisaocruzsp,2021-05-22T22:20:00.000Z,Educador Popular | Presidente estadual do Movimento Cristãos Trabalhistas de São Paulo | Graduando em Políticas Públicas na UFABC,0,1396228239304048642,0,luisaocruzsp,250001643623,https://www.instagram.com/luisaocruzsp/,1,https://twitter.com/luisaocruzsp,luisaocruzsp,1,1,109,183,16,0,452.0694444444444,0.0,0.0
Isnaldo Bulhões,isnaldobulhoes,2010-08-04T02:17:21.000Z,Deputado Estadual 12000,0,174498401,0,isnaldobulhoes,20001653892,https://www.instagram.com/isnaldobulhoes/,1,https://twitter.com/bulhoesjr,bulhoesjr,1,0,36,0,1,1,4396.904618055555,0.0,5.0
Gleide Andrade 🚩🇧🇷,gleidept13,2014-06-03T23:26:38.000Z,"Prof de Filosofia, petista ⭐🚩, mãe do Samuel, apaixonada pela vida, pelos amigos e meus cachorros, adoro cozinhar com uma boa prosa e ❤ d+ MG🔺️🇧🇷",0,2544622051,0,gleidept13,130001607246,https://www.instagram.com/gleidept13/,1,https://twitter.com/gleidept13,gleidept13,1,1,4410,2731,4389,13,2997.0231712962964,0.0,0.0
Geraldo A.,geraldoalckmin_,2017-10-04T05:09:39.000Z,,0,915443777527074816,0,geraldoalckmin_,280001607830,https://instagram.com/geraldoalckmin_?igshid=YmMyMTA2M2Y=,1,https://twitter.com/geraldoalckmin?s=21&t=gAyhl1NZoiHQ4WKL8chAjw,geraldoalckmin,1,0,140,0,1,2,1778.7849652777777,0.0,0.0
Atena,AtenaRoveda,2019-10-28T14:38:36.000Z,Vereadora S. Porto Alegre/RS | PDT | Escritora | Educadora | Editora | Licenciada em Filosofia UFPEL | Mestranda em Antropologia UFRGS | Espírita | Brizolista |,0,1188827192999972865,0,atenaroveda,210001621262,https://www.instagram.com/atenaroveda/,1,https://twitter.com/atenaroveda,atenaroveda,1,1,5124,3168,4415,14,1024.389861111111,0.0,0.0
Padre João PT,dep_padrejoao,2010-02-13T10:33:25.000Z,"Candidato a Deputado Federal, preside a Frente Parlamentar de Segurança Alimentar e Nutricional e é membro da Comissão de Direitos Humanos.",0,113885149,1,dep_padrejoao,130001607276,https://www.instagram.com/dep_padrejoao/,1,https://twitter.com/dep_padrejoao,dep_padrejoao,1,1,21440,1038,21907,204,4568.560127314815,0.0,0.0
dd,deltandallagnol,2019-02-03T23:38:34.000Z,,0,1092205736963309570,0,deltandallagnol,160001654827,https://instagram.com/deltandallagnol//,1,https://www.twitter.com/deltanmd,deltanmd,1,0,115,6,0,0,1291.0148842592591,0.0,0.0
Beth Sahão 13456,bethsahao,2009-06-22T22:29:27.000Z,Psicóloga e mestre em Sociologia. Candidata a Deputada Estadual pelo PT/SP. Primeira-suplente do PT na Alesp.,0,49790504,0,bethsahao,250001611798,https://www.instagram.com/bethsahao/,1,https://twitter.com/bethsahao?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eau,bethsahao,1,1,2644,1586,9502,66,4804.062881944445,5.0,0.0
Tadeu Alencar,TadeuAlencarPE,2019-08-26T17:09:46.000Z,"📍Deputado Federal em segundo mandato e candidato à reeleição
📍É 4020 de novo
📍Sempre com você. Sempre Pernambuco.",0,1166034914543841280,0,tadeualencarpe,170001619892,https://www.instagram.com/tadeualencarpe/,1,https://twitter.com/TadeuAlencarPE,tadeualencarpe,1,1,1662,1454,1331,51,1087.2848842592591,0.0,4.0
Afrânio Boppré - 500,afranioboppre50,2009-06-28T14:01:43.000Z,"Professor, economista e candidato ao Senado. Vereador por Florianópolis pelo PSOL 📢",0,51735736,1,afranioboppre50,240001610105,https://instagram.com/@afranioboppre50,1,https://twitter.com/afranioboppre50,afranioboppre50,1,1,5889,762,7864,94,4798.415474537037,3.0,0.0
Sâmila Monteiro,samilapmt,2011-02-26T19:47:06.000Z,"Direito ⚖️
Liberal 🧡
Gaúcha 💚❤️💛",0,258018231,0,samilapmt,210001597010,https://instagram.com/https://www.instagram.com/samilapmt/,1,https://www.twitter.com/https://twitter.com/samilapmt,samilapmt,1,1,820,415,351,3,4190.175625,0.0,0.0
Tereza Laura Dantas,tere_dantas,2009-08-26T22:46:38.000Z,,0,69121104,0,tere_dantas,150001643211,https://www.instagram.com/tere_dantas,1,https://www.twitter.com/souza_souzaBR,souza_souzabr,1,0,117,121,280,1,4739.050949074074,0.0,0.0
Dep. Frei Anastácio,freianastaciopt,2018-10-31T14:44:52.000Z,Deputado Federal pelo PT.,0,1057644576918462464,1,freianastaciopt,150001619539,https://www.instagram.com/freianastaciopt,1,https://www.twitter.com/freianastaciopt,freianastaciopt,1,1,7128,239,1252,96,1386.3855092592594,0.0,0.0
Rubens Bueno,23rubensbueno,2009-05-29T03:16:10.000Z,Rubens Bueno é Deputado Federal e presidente do Cidadania23 no Paraná. Aqui você pode conhecer a minha vida!,0,43260429,0,23rubensbueno,160001603722,https://www.instagram.com/23rubensbueno/,1,https://twitter.com/23rubensbueno,23rubensbueno,1,1,15060,10335,13834,251,4828.863773148148,0.0,2.0
Ezequiel Ferreira,DepEzequielRN,2010-07-21T18:57:16.000Z,Presidente da Assembleia Legislativa do Rio Grande do Norte - Deputado Estadual em seu 5° mandato. Instagram e Facebook: DepEzequielRN,0,169180911,0,depezequielrn,200001606006,https://instagram.com/depezequielrn?igshid=YmMyMTA2M2Y=,1,https://twitter.com/depezequielrn?s=11&t=keAH_hbXPmAy28k1QkRirA,depezequielrn,1,1,11539,1695,23840,50,4410.210231481481,0.0,0.0
Ricardo Jobim,RicardoJobim30,2014-05-08T21:18:50.000Z,"🤵🏻 Advogado e empreendedor
👩🏼‍❤️‍👨🏻 Pai de três guris e marido da Vanessa
🟩 🟥 🟨 Candidato do Partido NOVO ao governo do RS",0,2535823347,0,ricardojobim30,210001606124,https://instagram.com/ricardojobim30,1,https://www.twitter.com/ricardojobim30,ricardojobim30,1,1,645,2105,252,9,3023.1119212962967,0.0,0.0
Roberto Boni Cover de Roberto Carlos,BoniCover,2022-04-08T13:00:44.000Z,,0,1512414465085607941,0,bonicover,250001642218,https://www.instagram.com/bonicover/,1,https://twitter.com/BoniCoverRei,bonicoverrei,1,0,1,0,0,0,131.45782407407407,0.0,0.0
Daniel José 1920,danieljosebr,2015-02-19T06:09:04.000Z,Deputado mais econômico da história de SP. R$ 8 mi economizados. Autor da Lei que pode transformar a educação no país. Mestre @Yale e Economista @Insper.,0,3044834104,1,danieljosebr,250001610302,https://www.instagram.com/danieljosebr/?hl=pt,1,https://twitter.com/danieljosebr,danieljosebr,1,1,45402,299,7648,194,2736.7437037037034,4.0,0.0
Coletivo SOMOS,SomosTocantins,2018-02-12T17:45:02.000Z,1ª Candidatura Coletiva do Tocantins; 2ª Suplência na Câmara de Palmas; Candidatas e candidatos a Dep. Estadual e Federal ✊,0,963106687497527297,0,somostocantins,270001676095,https://instagram.com/somostocantins?igshid=YmMyMTA2M2Y=,1,https://twitter.com/somostocantins?s=11&t=HDpvh-SHhmKaz7_PWfKmvA,somostocantins,1,1,3044,2527,8554,8,1647.2603935185186,0.0,0.0
Julio Kaminski,JulioKaminski,2012-07-12T04:25:52.000Z,,0,633533577,0,juliokaminski,240001644763,https://www.instagram.com/juliokaminski,1,https://twitter.com/kuliokaminski4,kuliokaminski4,1,0,3,1,4,0,3688.81537037037,0.0,0.0
Thomas Medeiros,thomasmedeiros,2009-06-28T19:56:55.000Z,"Músico, Prod.Musical, Eng. de Áudio, DJ e Arte Educador. Proprietário do Estúdio Horizontes, Coordenador da Banda Perifonia, Cursando Eng. de Audio na Bituca.",0,51824957,0,thomasmedeiros,200001604692,https://instagram.com/thomasmedeiros?igshid=YmMyMTA2M2Y=,1,https://twitter.com/thomasmedeiros_?s=21&t=FIJVyRABkFTTVXrHzFln_w,thomasmedeiros_,1,0,68,55,42,1,4798.16880787037,0.0,0.0
Louismar Bonates,coronelbonates,2021-08-18T02:18:28.000Z,"Coronel da reserva da Polícia Militar, ex-secretário de Segurança Pública, apaixonado pela família e pelo Amazonas.",0,1427816945735319554,0,coronelbonates,40001618449,HTTPS://WWW.INSTAGRAM.COM/coronelbonates,1,HTTPS://www.twitter.com/coronelbonates,coronelbonates,1,1,41,67,37,0,364.90384259259264,0.0,0.0
Jeferson Fernandes,DepJeferson,2009-11-13T20:40:06.000Z,"Advogado com especializações em Criminologia e também em Gestão Pública, Deputado Estadual PT do RS, Mestrando em Direitos Humanos.",0,89787624,0,depjeferson,210001610620,https://www.instagram.com/depjeferson,1,https://twiter.com/depjeferson,depjeferson,1,1,10447,1072,37927,78,4660.138819444444,0.0,0.0
Symmy Larrat,larratsymmy,2021-08-10T15:52:48.000Z,"🏳️‍⚧️ 1ª travesti candidata a Deputada Federal pelo PT-SP 🏳️‍⚧️

Travesti | Puta | Ativista pelos DH | Feminista | Coordenadora nos governos Dilma e Haddad",0,1425122913125126154,0,larratsymmy,250001610644,https://www.instagram.com/larratsymmy/,1,https://mobile.twitter.com/larratsymmy,larratsymmy,1,1,263,191,175,5,372.33833333333337,0.0,0.0
Duzinho Baixinho,DuzinhoBaixinho,2022-07-13T19:12:33.000Z,"Candidato a Deputado Estadual por São Paulo pela REDE Sustentabilidade.
Na luta pela PcD, Saúde e Meio Ambiente.",0,1547297682099785729,0,duzinhobaixinho,250001619391,https://www.instagram.com/duzinhobaixinho/,1,https://twitter.com/DuzinhoBaixinho,duzinhobaixinho,1,1,3,9,1,2,35.199618055555554,0.0,0.0
Ronaldo Nogami,Samuraidonovo,2020-04-25T00:50:21.000Z,"🏛️ Candidato a Deputado Federal
🟠 Partido Novo
🗳️ 3050
🐮 Apoie a nossa vaquinha e transforme a educação",0,1253848729595117568,0,samuraidonovo,160001597824,https://instagram.com/samuraidonovo,1,https://www.twitter.com/samuraidonovo,samuraidonovo,1,1,19,47,451,0,844.9650347222222,0.0,4.0
Wilson Witzel,wilsonwitzel,2018-03-06T19:49:29.000Z,Governador do RJ eleito em 2018 com 4.675.355 votos. #RJContraOCoronavirus,0,971110539169591298,1,wilsonwitzel,190001714872,https://www.instagram.com/wilsonwitzel/,1,https://twitter.com/wilsonwitzel,wilsonwitzel,1,1,229288,53,5216,430,1625.1739699074076,0.0,4.0
Fabrizio Fasano Jr,ffasanojr,2011-11-28T15:56:39.000Z,"Candidato a Dep. Estadual - PL/SP 🇧🇷 Economista, Apresentador TV e Cozinheiro.  Vote 22808 #SãoPauloMereceMais22808",0,423505695,1,ffasanojr,250001610131,https://instagram.com/ffasanojr,1,https://twitter.com/ffasanojr,ffasanojr,1,1,39475,338,23383,31,3915.3356597222223,0.0,5.0
Jacson Damasceno,jacsondamasceno,2009-09-24T19:29:36.000Z,"Jornalista, apresentador, assessor de imprensa. Mais inquieto e ansioso do que nunca. Esforçado, gaiato, baiano.",0,77021703,0,jacsondamasceno,200001621080,https://instagram.com/jacsondamasceno?igshid=YmMyMTA2M2Y=,1,https://twitter.com/jacsondamasceno?s=09,jacsondamasceno,1,1,18922,301,25860,65,4710.187777777778,0.0,0.0
joao zaboti,joaozaboti,2015-07-06T02:44:36.000Z,Tubarão|SC 🦈  Estudante de Direito ⚖,0,3361720385,0,joaozaboti,240001611941,https://instagram.com/joaozaboti?igshid=YmMyMTA2M2Y=,1,https://twitter.com/joaozaboti,joaozaboti,1,1,266,257,1086,0,2599.8856944444447,0.0,0.0
Honorinho Otttoni,HonorinhoOttoni,2021-05-27T14:18:42.000Z,▪️ Secretário de Governo de Varginha,0,1397920163698069511,0,honorinhoottoni,130001603666,https://www.instagram.com/honorinhoottoni/,1,https://twitter.com/HonorinhoOttoni,honorinhoottoni,1,1,0,2,4,0,447.4036805555556,0.0,0.0
Rodrigo Estacho,rodrigoestacho,2021-03-22T17:05:47.000Z,https://t.co/eWn4mWN7TD,0,1374044251475091457,0,rodrigoestacho,160001622309,https://www.instagram.com/rodrigoestacho/,1,https://twitter.com/rodrigoestacho,rodrigoestacho,1,1,48,0,86,3,513.2876504629629,0.0,0.0
Juliano Medeiros,julianopsol,2017-12-04T14:02:05.000Z,Professor | Historiador e Cientista Político | Presidente Nacional do @psol50 | IG/FB: @julianopsol. Site: https://t.co/8sYqxzxEln,0,937683426882326529,1,julianopsol,250001620887,https://instagram.com/julianopsol,1,https://twitter.com/julianopsol,julianopsol,1,1,80227,2044,12871,254,1717.4152199074076,0.0,2.0
flavio pagotto,PagottoFlavio,2014-10-13T15:01:37.000Z,,0,2827517853,0,pagottoflavio,90001601553,https://instagram.com/pagottoflavio,1,https://www.twitter.com/pagottorv,pagottorv,1,0,2,2,0,0,2865.3738773148148,0.0,0.0
dorvanilo,dorvanilogs,2011-02-05T21:56:33.000Z,,0,247931176,0,dorvanilogs,160001717445,https://www.instagram.com/dorvanilogs/,1,https://twitter.com/dorvanilonilo,dorvanilonilo,1,0,4,22,4,0,4211.085729166666,0.0,0.0
Capitão Derrite,capitaoderrite,2019-01-05T11:49:09.000Z,"Candidato à reeleição a Deputado Federal por SP, Oficial de ROTA (2010/2013), Oficial do Corpo de Bombeiros (2015/2018).",0,1081517956964802561,1,capitaoderrite,250001611359,https://www.instagram.com/capitaoderrite/,1,https://twitter.com/capitaoderrite,capitaoderrite,1,1,222044,394,3656,214,1320.507534722222,0.0,4.0
André Nogueira,anogueirapr,2018-04-10T01:44:32.000Z,Advogado | Direito Penal Econômico | Direito Eleitoral | Direito de Propriedade Intelectual.                                Comunicador de rádio,0,983521078113980416,0,anogueirapr,160001614530,https://www.instagram.com/anogueirapr,1,https://www.twitter.com/nogueiractb,nogueiractb,1,0,34,87,2020,0,1590.9274074074074,0.0,0.0
Adalto F. Pires,AdaltofpireS,2013-02-04T23:17:37.000Z,Legal de Mais,0,1149317706,0,adaltofpires,130001613309,https://www.instagram.com/adaltofpires/,1,https://mobile.twitter.com/adalto_ofc,adalto_ofc,1,0,6,11,0,0,3481.029432870371,0.0,0.0
Doris Alves,DorisAlvessp,2013-01-26T22:22:44.000Z,"🚀Pré-candidata a vice-governadora de SP com @viniciuspoit 
💂🏾‍♂️Ex-Comandante da Guarda Civil Metropolitana 
🎓Especialista em Segurança Pública",0,1123318988,0,dorisalvessp,250001597899,https://instagram.com/dorisalvessp,1,https://www.twitter.com/@DorisAlves4,dorisalves4,1,0,48,27,2,1,3490.067546296296,0.0,0.0
Onyx Lorenzoni 🇧🇷,onyxlorenzoni,2009-05-28T03:52:41.000Z,"Médico Veterinário. Deputado Federal. 
Candidato a Governador do Rio Grande do Sul - 2022",0,43041690,1,onyxlorenzoni,210001609934,https://instagram.com/onyxlorenzoni,1,https://twitter.com/onyxlorenzoni,onyxlorenzoni,1,1,1069458,3190,17118,1682,4829.8384143518515,0.0,4.0
Geane Derosso Chu,geanechu,2010-06-20T20:43:49.000Z,"Arquiteta e Urbanista, empresária, pré-candidata a Deputada Federal pelo partido Novo",0,157767600,0,geanechu,160001597842,https://www.instagram.com/geanechu/,1,https://twitter.com/geanechu,geanechu,1,1,118,138,43,1,4441.1362384259255,0.0,0.0
Lia Gomes | 12345🌹,LiaGomesCE,2016-04-23T22:35:05.000Z,"Candidata a Deputada Estadual pelo PDT 🗳 12345 -
Mãe, médica, feminista, apaixonada pelo Ceará e ex-secretária executiva dos Direitos Humanos. 
💛🩺 💪🏻 🌈",0,724003686863740933,0,liagomesce,60001603543,https://www.instagram.com/liagomesce/,1,https://twitter.com/LiaGomesCE,liagomesce,1,1,2881,102,6633,11,2307.0589699074076,5.0,5.0
MARCIA LUCENA ,MARCIALUCENA,2013-04-09T00:32:00.000Z,,0,1337933970,0,marcialucena,150001643181,https://www.instagram.com/marcialucena/,1,https://twitter.com/marcia_lucena,marcia_lucena,1,0,5,8,1,0,3417.9777777777776,0.0,0.0
Paulo Protásio,PauloProtasio,2012-07-02T16:54:11.000Z,,0,624824671,0,pauloprotasio,60001603512,https://www.instagram.com/pauloprotasio/,1,https://twitter.com/pauloprotasio88,pauloprotasio88,1,0,0,2,1,0,3698.2957060185186,0.0,0.0
